,grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,shapefile_code,r2,NaNs
422,4149413,4,4491,TOMBIGBEE RIVER,"COFFEEVILLE L+D NEAR COFFEEVILLE, AL",US,31.7585,-88.1292,47700,-999,1960,2021,62,0.031418312,,,,,1960,2021,62,841.031,26.52275362,556.0325706,2,0.573099032,0
423,4149420,4,4490,ESCAMBIA RIVER,"NEAR CENTURY, FLA.",US,30.9652,-87.2341,9886,8.64,1934,2022,89,0,1965,1984,20,0,1934,2022,89,171.663,5.413564368,547.5990662,2,0.381019216,1
424,4149421,4,4490,ESCAMBIA RIVER,"NEAR MOLINO, FLA",US,30.6682,-87.2666,10740.7,-999,1983,2020,38,13.06101496,,,,,1983,2020,38,174.906,5.515835616,513.5452639,2,0.551649708,1
425,4149441,4,4491,COOSA RIVER,"NEAR ROME, GA",US,34.2004,-85.2566,10463.6,168.57,1896,2023,128,26.26514842,,,,,1896,2023,128,186.05,5.8672728,560.7317558,2,0.10911494,1
426,4149630,4,4492,APALACHICOLA RIVER,"CHATTAHOOCHEE, FLA.",US,30.701,-84.8591,44548,12,1922,2021,100,0,1928,1984,57,0,1922,2021,100,608.726,19.19678314,430.9235686,2,0.435480984,1
427,4149631,4,4492,APALACHICOLA RIVER,"NEAR BLOUNTSTOWN, FLA",US,30.4252,-85.0313,45584,8.22,1957,2021,65,0.025602731,,,,,1957,2021,65,619.288,19.52986637,428.4368719,2,0.497273178,0
428,4149632,4,4492,APALACHICOLA RIVER,"NEAR SUMATRA, FLA",US,29.9494,-85.0155,49728,-999,1977,2021,45,0.024837007,,,,,1977,2021,45,647.489,20.4192131,410.6180241,2,0.389497976,1
429,4149670,4,4492,CHATTAHOOCHEE RIVER,"WEST POINT, GA",US,32.8862,-85.1822,9194.5,168.15,1896,2023,128,0.002151694,,,,,1896,2023,128,155.805,4.91346648,534.3919169,2,0.094728186,0
430,4149680,4,4492,FLINT RIVER,"BAINBRIDGE, GA",US,30.9116,-84.5799,19606.3,17.7,1907,2023,117,38.37280619,,,,,1907,2023,117,233.637,7.367976432,375.7963732,2,0.702685311,0
431,4149690,4,4490,CHOCTAWHATCHEE RIVER,"NEAR BRUCE, FLA",US,30.451,-85.8983,11354.6,-999,1930,2022,93,1.267664173,,,,,1930,2022,93,196.317,6.191052912,545.2462361,2,0.506225558,0
432,4149691,4,4490,CHOCTAWHATCHEE RIVER,"CARYVILLE, FLA",US,30.7757,-85.8277,9062.4,11.89,1929,2021,93,1.865238733,,,,,1929,2021,93,151.664,4.782875904,527.7714407,2,0.238381886,1
433,4149711,4,4490,OCHLOCKONEE RIVER,"NEAR SMITH CREEK, FLA",US,30.1766,-84.668,5387.2,-999,1996,2021,26,0,,,,,1996,2021,26,55.303,1.744035408,323.7368963,2,0.301826053,1
434,4149780,4,4494,SUWANNEE RIVER,"BRANFORD, FLA.",US,29.9558,-82.9276,20409.2,1.47,1931,2023,93,0,1965,1984,20,0,1931,2023,93,191.635,6.04340136,296.1116242,2,0.524453238,0
435,4149781,4,4494,SUWANNEE RIVER,"NEAR BELL, FLA",US,29.7913,-82.9243,24320.1,1.09,1932,2023,92,47.72338959,,,,,1932,2023,92,231.104,7.288095744,299.6737573,2,0.482383864,1
436,4149851,4,4490,WITHLACOOCHEE RIVER,"INGLIS DAM NEAR DUNNELLON, FLA",US,29.01,-82.6168,5231.8,-999,1969,2022,54,0.103289779,,,,,1969,2022,54,10.537,0.332294832,63.5144371,2,0.036691917,1
437,4150280,4,4503,NUECES RIVER,"NEAR MATHIS, TEX.",US,28.0383,-97.8603,43149.4,8.09,1939,2023,85,0,1965,1984,20,0,1939,2023,85,18.106,0.570990816,13.23287962,2,0.179110628,1
438,4150281,4,4503,NUECES RIVER,"NEAR THREE RIVERS, TX",US,28.4275,-98.1781,39956,30.25,1915,2023,109,0,,,,,1915,2023,109,20.129,0.634788144,15.8871795,2,0.23394193,1
439,4150282,4,4503,NUECES RIVER,"NEAR TILDEN, TX",US,28.3089,-98.5572,20960.9,55.93,1942,2024,83,0.145020404,,,,,1942,2024,83,10.11,0.31882896,15.21065221,2,0.195993229,1
440,4150283,4,4503,NUECES RIVER,"CALALLEN, TX",US,27.8831,-97.6253,43822.8,0.26,1989,2023,35,0.30539259,,,,,1989,2023,35,9.247,0.291613392,6.654376078,2,0.203679929,0
441,4150310,4,4505,GUADALUPE RIVER,"VICTORIA, TX",US,28.793,-97.013,13462.8,8.89,1934,2023,90,0,,,,,1934,2023,90,53.958,1.701619488,126.3941742,2,0.229066965,1
442,4150330,4,4505,SAN ANTONIO RIVER,"GOLIARD, TX",US,28.6497,-97.3847,10155.4,27.76,1924,2023,100,10.05698868,,,,,1924,2023,100,21.772,0.686601792,67.60952715,2,0.105836827,1
443,4150331,4,4505,SAN ANTONIO RIVER,"NEAR FALLS CITY, TX",US,28.9516,-98.0642,5472.7,87.02,1925,2023,99,0,,,,,1925,2023,99,13.983,0.440967888,80.57592925,2,0.232785252,0
444,4150450,4,4502,COLORADO RIVER,"WHARTON, TEX.",US,29.3091,-96.1038,108788,15.98,1938,2023,86,0,,,,,1938,2023,86,74.131,2.337795216,21.48945854,1,0.609766642,1
445,4150451,4,4502,COLORADO RIVER,"AUSTIN, TX",US,30.2447,-97.6944,101033.3,122.61,1898,2023,126,0.002179266,,,,,1898,2023,126,58.12,1.83287232,18.14126946,2,0.517995762,1
446,4150460,4,4502,LLANO RIVER,"LLANO, TX",US,30.7513,-98.6698,10870.2,295.66,1939,2023,85,0.042254437,,,,,1939,2023,85,10.08,0.31788288,29.24351714,2,0.014159024,1
447,4150461,4,4502,LLANO RIVER,"NEAR MASON, TX",US,30.6607,-99.1092,8409.7,375.01,1968,2024,57,7.863406986,,,,,1968,2024,57,8.024,0.253044864,30.0896422,2,0.292454902,0
448,4150465,4,4502,SAN SABA RIVER,"SAN SABA, TX",US,31.2132,-98.7195,7889.1,354.23,1915,2023,109,3.697610852,,,,,1915,2023,109,5.694,0.179565984,22.76127619,2,0.449792386,1
449,4150471,4,4502,MIDDLE CONCHO RIVER,"ABOVE TANKERSLEY,TX",US,31.4274,-100.7112,5397.6,605.48,1961,2023,63,8.883484413,,,,,1961,2023,63,0.338,0.010659168,1.974797688,2,0.317070396,0
450,4150475,4,4502,CONCHO RIVER,"PAINT ROCK, TX",US,31.516,-99.9195,17026.7,479.87,1915,2024,110,0,,,,,1915,2024,110,3.471,0.109461456,6.42881216,2,0.377037379,1
451,4150500,4,4501,BRAZOS RIVER,"RICHMOND, TEX.",US,29.5825,-95.7577,116827.1,8.52,1903,2023,121,13.45574068,,,,,1903,2023,121,215.322,6.790394592,58.12345416,2,0.603602396,1
452,4150501,4,4501,BRAZOS RIVER,"NEAR AQUILLA,TX",US,31.8124,-97.2978,70562,123.23,1938,2023,86,0.003213677,,,,,1938,2023,86,43.18,1.36172448,19.29826932,1,0.530662631,1
453,4150502,4,4501,BRAZOS RIVER,"NEAR SOUTH BEND,TX",US,33.0243,-98.6439,58723,305.71,1938,2023,86,4.703042009,,,,,1938,2023,86,20.512,0.646866432,11.01555493,2,0.45147125,1
454,4150503,4,4501,BRAZOS RIVER,"SEYMOUR,TX",US,33.5809,-99.2676,40243.4,377.64,1923,2023,101,0,,,,,1923,2023,101,8.982,0.283256352,7.038579047,2,0.466690565,1
455,4150505,4,4501,CLEAR FORK BRAZOS RIVER,FORT GRIFFIN,US,32.9346,-99.2245,10328.9,357.84,1924,2023,100,0,,,,,1924,2023,100,6.071,0.191455056,18.53586113,2,0.669025835,1
456,4150507,4,4501,SALT FORK BRAZOS RIVER,"NEAR ASPERMONT, TX",US,33.334,-100.2382,13286.7,484.24,1924,2023,100,13.88094976,,,,,1924,2023,100,2.311,0.072879696,5.485161553,1,0.333031886,1
457,4150509,4,4501,DOUBLE MOUNTAIN FORK BRAZOS RIVER,"NEAR ASPERMONT,TX",US,33.0082,-100.1806,22781.6,495.24,1924,2020,97,4.89919241,,,,,1924,2020,97,3.736,0.117818496,5.171651508,2,0.341986385,1
458,4150585,4,4503,FRIO RIVER,"NEAR DERBY, TX",US,28.7366,-99.1448,8881,136.89,1915,2023,109,3.69836331,,,,,1915,2023,109,3.58,0.11289888,12.71240626,2,0.166866544,0
459,4150600,4,4506,TRINITY RIVER,"ROMAYOR, TEX.",US,30.4252,-94.8508,44511.7,7.9,1924,2023,100,0,,,,,1924,2023,100,230.026,7.254099936,162.9706332,2,0.552653951,1
460,4150601,4,4506,TRINITY RIVER,"LIBERTY, TX",US,30.0577,-94.8183,45242.1,-0.68,1940,2023,84,60.54100472,,,,,1940,2023,84,333.057,10.50328555,232.1573391,2,0.651685602,1
461,4150605,4,4506,ELM FORK TRINITY RIVER,"NEAR CARROLLTON, TX",US,32.966,-96.9444,6368.8,131.49,1907,2023,117,0,,,,,1907,2023,117,24.801,0.782124336,122.8056048,2,0.351860883,0
462,4150680,4,4504,NECHES RIVER,"EVADALE, TEX.",US,30.3558,-94.0932,20593,2.52,1904,2023,120,11.95607223,1965,1984,20,0.416666667,1904,2023,120,178.037,5.614574832,272.6448226,2,0.350330958,0
463,4150681,4,4504,NECHES RIVER,"NEAR ROCKLAND, TX",US,31.025,-94.3994,9417.2,26.95,1903,2023,121,0,,,,,1903,2023,121,68.051,2.146056336,227.886881,2,0.587299059,1
464,4150700,4,4504,SABINE RIVER,"NEAR RULIFF, TEX.",US,30.3038,-93.7438,24162.1,-1.8,1924,2023,100,0,,,,,1924,2023,100,234.353,7.390556208,305.8739186,2,0.125685051,1
465,4151511,4,4511,PECOS RIVER,"NEAR LAKE ARTHUR, NM",US,32.9884,-104.3227,38228.4,1014.09,1938,2024,87,0,,,,,1938,2024,87,5.726,0.180575136,4.723586025,2,0.002188331,1
466,4151513,4,4511,PECOS RIVER,"BELOW SUMNER DAM, NM",US,34.6042,-104.3878,11370.1,1262.69,1912,2024,113,2.927933469,1912,2000,89,3.693181818,1912,2024,113,5.456,0.172060416,15.13270912,1,0.03829965,1
467,4151514,4,4511,PECOS RIVER,"NEAR PUERTO DE LUNA, NM",US,34.7301,-104.525,10282.3,1314.1,1938,2024,87,0,1938,2000,63,0,1938,2024,87,5.413,0.170704368,16.60176886,1,0.020956355,0
468,4151515,4,4511,PECOS RIVER,NEAR GIRVIN,US,31.1131,-102.4172,76560.4,691.79,1939,2023,85,0,,,,,1939,2023,85,1.664,0.052475904,0.685418362,2,0.303730601,1
469,4151600,4,4511,RIO PUERCO,"NEAR BERNARDO, NM",US,34.4092,-106.8531,19036.5,1439.37,1939,2022,84,0,,,,,1939,2022,84,1.048,0.033049728,1.736124182,1,0.110071791,1
470,4151610,4,4511,RIO SAN JOSE,"NEAR GRANTS, NM",US,35.0742,-107.7509,5957,1910.93,1936,2020,85,9.793260622,,,,,1936,2020,85,0.168,0.005298048,0.889381904,1,0.050123124,1
471,4151650,4,4511,RIO CHAMA,"NEAR CHAMITA, NM",US,36.0739,-106.1117,8143,1723.22,1912,2020,109,7.208919296,,,,,1912,2020,109,15.063,0.475026768,58.3355972,1,0.47213759,1
472,4151802,4,4511,RIO BRAVO,"OTOWI BRIDGE, NM",US,35.8747,-106.1422,37037,1672.89,1895,2024,130,5.81615102,,,,,1895,2024,130,40.935,1.29092616,34.85504118,1,0.511135072,1
473,4151803,4,4511,RIO BRAVO,"BELOW TAOS JUNCTION BRIDGE NEAR TAOS,NM",US,36.32,-105.7544,25200.7,1844.13,1925,2023,99,0,,,,,1925,2023,99,20.334,0.641253024,25.44584174,1,0.419645561,1
474,4152050,4,4521,COLORADO RIVER,"BELOW YUMA MAIN CANAL WW AT YUMA,AZ",US,32.7317,-114.6319,618715,31.09,1963,2024,62,0,,,,,1963,2024,62,54.284,1.711900224,2.766863942,1,0.001231009,0
475,4152103,4,4521,COLORADO RIVER,"BELOW HOOVER DAM, AZ-NV",US,36.0153,-114.7386,444703,205.89,1934,2021,88,0,,,,,1934,2021,88,388.568,12.25388045,27.55520077,1,0.027898696,1
476,4152110,4,4521,MUDDY RIVER,"NEAR GLENDALE, NV",US,36.643,-114.5397,17560.2,445.01,1950,2024,75,0.974146233,,,,,1950,2024,75,1.208,0.038095488,2.169422216,1,0.009866915,0
477,4152120,4,4521,BILL WILLIAMS RIVER,"BELOW ALAMO DAM, AZ",US,34.2309,-113.6088,11999.5,294.74,1939,2023,85,0,,,,,1939,2023,85,3.036,0.095743296,7.978940456,1,0.00269879,1
478,4152200,4,4521,GILA RIVER,"NEAR REDROCK,NM",US,32.727,-108.6756,7327.1,1246.63,1930,2020,91,7.783556894,,,,,1930,2020,91,5.997,0.189121392,25.81122026,2,0.059804045,1
479,4152202,4,4521,GILA RIVER,"NEAR DOME, AZ",US,32.7609,-114.4205,149831.5,42.42,1905,2024,120,18.76063854,,,,,1905,2024,120,7.481,0.235920816,1.574574212,1,0.00115489,1
480,4152300,4,4521,SALT RIVER,"NEAR ROOSEVELT, ARIZ",US,33.6195,-110.9215,11152.5,663.59,1913,2024,112,0,,,,,1913,2024,112,23.78,0.74992608,67.24286752,1,0.100720127,1
481,4152400,4,4521,VERDE RIVER,"BELOW TANGLE CREEK ABV HORSESHOE DAM, AZ",US,34.0731,-111.7163,15174.8,618.44,1945,2024,80,24.24485805,,,,,1945,2024,80,14.965,0.47193624,31.09999736,1,0.061493407,1
482,4152450,4,4521,COLORADO RIVER,"LEES FERRY, ARIZ.",US,36.8647,-111.5882,289562,946.76,1921,2023,103,0,1911,1984,74,1.013513514,1911,2023,113,410.66,12.95057376,44.72470062,1,0.026354095,1
483,4152465,4,4521,LITTLE COLORADO RIVER,"NEAR CAMERON, ARIZ",US,35.9264,-111.5674,68528.8,1212.86,1947,2023,77,0,,,,,1947,2023,77,5.765,0.18180504,2.652972765,1,0.082060254,0
484,4152466,4,4521,LITTLE COLORADO RIVER,"WOODRUFF, AZ",US,34.7828,-110.0443,20906.5,1563.72,1905,2023,119,19.05969702,1905,2001,97,23.55478861,1905,2023,119,1.291,0.040712976,1.947383637,1,0.10785476,1
485,4152467,4,4521,LITTLE COLORADO RIVER,"NEAR JOSEPH CITY, AZ",US,34.9011,-110.2554,32074.6,1533.48,1970,2021,52,83.31476471,1970,2001,32,54.08970976,1970,2021,52,1.514,0.047745504,1.488576755,1,0.666826389,20
486,4152470,4,4521,PUERCO RIVER,"NEAR CHAMBERS, AZ",US,35.1778,-109.4548,5584,1738.88,1973,2022,50,89.21443971,1973,2001,29,81.10465116,1973,2022,50,0.352,0.011100672,1.987942693,1,0.103153644,31
487,4152602,4,4521,SAN JUAN RIVER,"FARMINGTON, NM",US,36.7228,-108.2256,18751.6,1594.22,1930,2020,91,0,,,,,1930,2020,91,54.93,1.73227248,92.37998251,1,0.299100446,1
488,4152800,4,4521,VIRGIN RIVER,"LITTLEFIELD, ARIZ",US,36.8916,-113.9244,13183.1,537.57,1929,2022,94,0,,,,,1929,2022,94,6.64,0.20939904,15.88389984,1,0.165651095,1
489,4152900,4,4521,SAN FRANCISCO RIVER,"CLIFTON, ARIZ",US,33.0495,-109.2959,7163.9,1047.34,1910,2023,114,11.09121703,,,,,1910,2023,114,6.02,0.18984672,26.50047041,1,0.125284457,1
490,5101071,5,5010,NORMANBY RIVER,KALPOWAR CROSSING,AU,-14.9168,144.211,12930,19.51,2005,2023,19,0,,,,,2005,2023,19,85.375,2.692386,208.2278422,1,0.653520538,1
491,5101162,5,5010,HERBERT RIVER,INGHAM,AU,-18.6327,146.143,8585,1.61,2009,2023,15,0.708072021,,,,,2009,2023,15,123.754,3.902706144,454.5959399,2,0.260523524,3
492,5101163,5,5010,HERBERT RIVER,HRS ABERGOWRIE,AU,-18.49125,145.922213,7487,15.8,1969,2022,54,0,,,,,1969,2022,54,78.501,2.475607536,330.6541386,2,0.242259674,0
493,5101182,5,5011,BELYANDO RIVER,HRS GREGORY DEVELOPMENT ROAD,AU,-21.53,146.86,35326,171.51,1976,2022,47,0,,,,,1976,2022,47,19.524,0.615708864,17.42933998,1,0.03963949,0
494,5101200,5,5011,BURDEKIN RIVER,CLARE,AU,-19.7586,147.244,129900,9.4,1950,2023,74,0.003719685,1950,1994,45,14.36781609,1950,2023,74,293.378,9.251968608,71.22377681,1,0.241117789,1
495,5101285,5,5012,DAWSON RIVER,HRS TAROOM,AU,-25.64,149.79,15851,180.82,1950,2022,73,0,,,,,1950,2022,73,14.109,0.444941424,28.07024314,1,0.474842498,0
496,5101301,5,5012,FITZROY RIVER,THE GAP,AU,-23.089,150.107,135757,8.869,1964,2024,61,0.196203687,1964,1996,33,10.76923077,1964,2024,61,154.307,4.866225552,35.84511703,1,0.222528848,2
497,5101305,5,5012,DAWSON RIVER,HRS UTOPIA DOWNS,AU,-25.7447,149.3299,6026,216.07,1966,2022,57,0.082874275,1966,1994,29,42.46987952,1966,2022,57,4.013,0.126553968,21.00132227,1,0.202096644,0
498,5101390,5,5010,MARY RIVER,HOME PARK,AU,-25.7683,152.527,6845,4.09,1982,2023,42,0.181013677,,,,,1982,2023,42,45.886,1.447060896,211.4040754,1,0.018062957,3
499,5101500,5,5010,BRISBANE RIVER,SAVAGES CROSSING,AU,-27.4397,152.669,10170,18.481,1958,2023,66,1.830092984,,,,,1958,2023,66,27.686,0.873105696,85.85110088,1,0.003090204,11
500,5104230,5,5042,WARREGO RIVER,AUGATHELLA,AU,-25.7928,146.586,8070,365,1967,2024,58,5.413064361,1967,1993,27,75.55555556,1967,2024,58,1.24,0.03910464,4.845680297,1,0.000262777,2
501,5104245,5,5042,PAROO RIVER,HRS CAIWARRO,AU,-28.689072,144.785928,22885,137.06,1967,2022,56,0.08437562,1967,1994,28,36.76012461,1967,2022,56,16.477,0.519618672,22.7056444,2,0.083526342,0
502,5109110,5,5090,GREGORY RIVER,GREGORY DOWNS,AU,-18.6419,139.252,12690,69,1969,2024,56,0.706854497,1970,1972,3,0,1969,2024,56,20.907,0.659323152,51.95611915,2,0.40104273,3
503,5109151,5,5091,FLINDERS RIVER,WALKERS BEND,AU,-18.1617,140.858,106300,2.097,1969,2023,55,2.770167428,,,,,1969,2023,55,101.351,3.196205136,30.06778115,2,0.588474783,1
504,5109161,5,5090,NORMAN RIVER,GLENORE WEIR,AU,-17.86,141.129,39360,4.36,1974,2023,50,52.16178522,,,,,1974,2023,50,53.281,1.680269616,42.68977683,2,0.951349787,48
505,5109170,5,5092,GILBERT RIVER,ROCKFIELDS,AU,-18.2025,142.876,10987,168,1967,2024,58,5.23912521,1967,1995,29,49.2795389,1967,2024,58,45.63,1.43898768,130.9718467,2,0.551987123,6
506,5109201,5,5095,MITCHELL RIVER,DUNBAR,AU,-15.9424,142.374,45000,19.71,2009,2022,14,0,,,,,2009,2022,14,213.14,6.72158304,149.368512,2,0.523815196,0
507,5109203,5,5095,MITCHELL RIVER,HRS O.K. BRIDGE,AU,-16.4720135,144.2904865,7734,174.75,1967,2022,56,0,,,,,1967,2022,56,61.15,1.9284264,249.3439876,2,0.23930601,0
508,5109204,5,5095,WALSH RIVER,HRS TRIMBLES CROSSING,AU,-16.54485,143.78485,8638,115.29,1967,2022,56,0,,,,,1967,2022,56,48.874,1.541290464,178.4314036,2,0.627049659,0
509,5109210,5,5093,LEICHHARDT RIVER,FLORAVILLE HOMESTEAD,AU,-18.233,139.879,23660,9.819,1984,2024,41,7.872860636,,,,,1984,2024,41,71.848,2.265798528,95.76494201,2,0.601616032,2
510,5109220,5,5090,STAATEN RIVER,DORUNDA,AU,-16.5315,142.06,6789,22.405,1990,2024,35,5.181722943,,,,,1990,2024,35,61.877,1.951353072,287.4286452,2,0.502369185,4
511,5110020,5,5101,BARCOO RIVER,HRS BLACKALL,AU,-24.43,145.46,5792,274.07,1969,2023,55,0,,,,,1969,2023,55,2.885,0.09098136,15.70810773,1,0.000488088,1
512,5110400,5,5101,DIAMANTINA RIVER,HRS BIRDSVILLE,AU,-25.9088,139.3667,119033.6,34,1966,2022,57,0,,,,,1966,2022,57,42.751,1.348195536,11.32617627,1,0.378048142,0
513,5202044,5,5021,CLARENCE RIVER,LILYDALE (NEWBOLD CROSSING),AU,-29.51,152.68,16953,9.99,1922,2022,101,2.795345654,1922,2001,80,3.983228512,1922,2022,101,107.306,3.384002016,199.6108073,1,0.12039066,0
514,5202070,5,5021,MACLEAY RIVER,TURNERS FLAT,AU,-30.0076,152.712,9980,11.851,1945,2024,80,8.216397802,1945,2001,57,10.74626866,1945,2024,80,46.523,1.467149328,147.0089507,2,0.003463519,0
515,5202080,5,5021,MANNING RIVER,KILLAWARRA,AU,-31.92,152.31,6642,8.73,1945,2022,78,0.449486301,1945,2001,57,3.709198813,1945,2022,78,56.458,1.780459488,268.060748,1,0.015989848,0
516,5202102,5,5021,HUNTER RIVER,GRETA,AU,-32.6606,151.403,17320,25.63,1968,2024,57,0,1968,2000,33,1.319261214,1968,2024,57,23.455,0.73967688,42.70651732,1,0.4283706,0
517,5202103,5,5021,HUNTER RIVER,SINGLETON,AU,-32.5602,151.171,16400,27.63,1913,2024,112,0,,,,,1913,2024,112,25.394,0.800825184,48.8308039,1,0.476904677,0
518,5202111,5,5021,GOULBURN RIVER,HRS SANDY HOLLOW,AU,-32.35,150.57,6818,113.45,1954,2022,69,0,,,,,1954,2022,69,5.504,0.173574144,25.45822001,2,0.218822986,0
519,5202135,5,5021,NEPEAN RIVER,PENRITH,AU,-33.7468,150.682,11000,14.14,1968,2024,57,21.53869107,,,,,1968,2024,57,35.262,1.112022432,101.0929484,1,0.066726826,12
520,5204101,5,5041,MURRUMBIDGEE RIVER,D/S MAUDE WEIR,AU,-34.4776,144.301,57700,80,1936,2024,89,27.31120098,1936,2000,65,0,1936,2024,89,57.066,1.799633376,31.18948659,1,0.066216957,0
521,5204102,5,5041,MURRUMBIDGEE RIVER,NARRANDERA,AU,-34.7552,146.549,34200,138.04,1915,2024,110,67.62437087,1891,2000,110,19.1749427,1891,2024,134,97.142,3.063470112,89.57514947,1,0.06335244,0
522,5204103,5,5041,MURRUMBIDGEE RIVER,GUNDAGAI,AU,-35.0751,148.107,21100,207.13,1886,2024,139,3.956963539,1891,2000,110,14.53576865,1886,2024,139,113.019,3.564167184,168.917876,1,0.023309237,0
523,5204104,5,5041,MURRUMBIDGEE RIVER,D/S BURRINJUCK DAM,AU,-35.001,148.574,13100,298.6,1961,2024,64,70.17666915,1961,2000,40,0,1961,2024,64,36.21,1.14191856,87.16935573,1,0.020314531,2
524,5204106,5,5041,MURRUMBIDGEE RIVER,D/S BALRANALD WEIR,AU,-34.665,143.492,166000,67,1979,2024,46,0.324218511,1979,2000,22,2.734375,1979,2024,46,32.782,1.033813152,6.227790072,1,0.138504324,0
525,5204107,5,5041,MURRUMBIDGEE RIVER,HRS LOBB HOLES,AU,-35.539928,149.10125,5158,576,1974,2022,49,0,,,,,1974,2022,49,10.018,0.315927648,61.25002869,1,0.000380167,0
526,5204181,5,5042,GWYDIR RIVER,YARRAMAN BRIDGE,AU,-29.4261,149.847,12960,19.1,1929,2024,96,39.19561561,1929,2000,72,48.4741784,1929,2024,96,11.782,0.371557152,28.66953333,1,0.252535633,0
527,5204243,5,5042,PAROO RIVER,HRS WILLARRA CROSSING,AU,-29.23875,144.455339,35239,114.85,1975,2022,48,0,,,,,1975,2022,48,11.339,0.357586704,10.14747025,2,0.106992411,0
528,5204250,5,5042,DARLING RIVER,LOUTH,AU,-30.5347,145.115,489300,96,1905,2023,119,33.65134028,1954,2000,47,21.8018018,1905,2023,119,78.778,2.484343008,5.077341116,1,0.184534199,0
529,5204251,5,5042,DARLING RIVER,BURTUNDY,AU,-33.7464,142.268,647200,42,1941,2024,84,14.81298075,1941,2000,60,0.979020979,1941,2024,84,51.292,1.617544512,2.499296218,1,0.157127028,1
530,5204252,5,5042,DARLING RIVER,MENINDEE U/S WEIR 32,AU,-32.4353,142.38,575000,59,1958,2024,67,2.556322221,1958,2000,43,0.982318271,1958,2024,67,47.657,1.502911152,2.613758525,1,0.342581044,4
531,5204255,5,5042,DARLING RIVER,BOURKE TOWN,AU,-30.0879,145.937,386000,11.13,1895,2024,130,61.733036,1943,2001,59,2.180232558,1895,2024,130,98.015,3.09100104,8.007774715,1,0.254173575,2
532,5204268,5,5041,MURRAY RIVER,LOCK 9 UPSTREAM (764.8 KM),AU,-34.1915,141.597,991000,39,1949,2024,76,11.88857447,1965,1984,20,20,1949,2024,76,180.594,5.695212384,5.746934797,1,0.043330346,0
533,5204300,5,5041,LACHLAN RIVER,BOOLIGAL,AU,-33.8695,144.881,55900,107.1,1907,2024,118,5.151515152,1907,2000,94,6.6367713,1907,2024,118,9.021,0.284486256,5.089199571,2,0.007892754,0
534,5204301,5,5041,LACHLAN RIVER,FORBES (COTTONS WEIR),AU,-33.4108,147.991,19000,294.2,1933,2024,92,0.53258711,1939,1999,61,1.114206128,1933,2024,92,35.272,1.112337792,58.54409432,1,0.076278707,0
535,5204302,5,5041,LACHLAN RIVER,D/S WYANGALA,AU,-33.9825,148.936,8290,338,1913,2024,112,6.558468786,1913,1998,86,6.634146341,1913,2024,112,22.625,0.713502,86.06779252,1,0.000260703,0
536,5204401,5,5042,MACQUARIE RIVER,D/S BURRENDONG DAM,AU,-32.6332,149.081,13980,325,1960,2024,65,6.310679612,1960,2000,41,2.748414376,1960,2024,65,29.255,0.92258568,65.99325322,1,0.235683506,1
537,5204450,5,5042,BARWON RIVER,BREWARRINA,AU,-29.9472,146.864,297850,13,1892,2024,133,0,1930,2000,71,1.300236407,1892,2024,133,65.65,2.0703384,6.950943092,1,0.278770405,0
538,5204451,5,5042,BARWON RIVER,DANGAR BRIDGE (WALGETT),AU,-30.0153,148.061,132200,14.7,1886,2024,139,24.13244823,1886,2000,115,32.65157049,1886,2024,139,57.405,1.81032408,13.69382814,1,0.245715038,0
539,5204452,5,5042,BARWON RIVER,MOGIL MOGIL,AU,-29.353,148.689,64800,17.54,1944,2024,81,2.219938335,1944,2000,57,4.874446086,1944,2024,81,31.223,0.984648528,15.19519333,2,0.112336087,0
540,5204460,5,5042,CULGOA RIVER,BRENDA,AU,-29.0296,147.313,82162.1,16.2,1960,2024,65,5.338809035,1960,2000,41,29.69072165,1960,2024,65,13.187,0.415865232,5.061521456,2,0.231958071,0
541,5304140,5,5041,MURRAY RIVER,BELOW WAKOOL JUNCTION,AU,-34.8472,143.342,116393,64,1929,2024,96,1.019787351,,,,,1929,2024,96,195.162,6.154628832,52.87799809,1,0.113352217,0
542,5404270,5,5041,MURRAY RIVER,OVERLAND CORNER (417.5 KM),AU,-34.1787,140.275,1000001,6,1985,2024,40,0.049814973,1985,2000,16,0,1985,2024,40,181.843,5.734600848,5.734595113,1,0.020467883,0
543,5404271,5,5041,MURRAY RIVER,LOCK 1 DOWNSTREAM,AU,-34.3509,139.616,955018,4,1949,2024,76,12.36264746,,,,,1949,2024,76,185.101,5.837345136,6.112288078,1,0.050346528,1
544,5405090,5,5051,WILLOCHRA CREEK,PARTACOONA,AU,-31.954,138.1,6077.2,107,1973,2020,48,37.10659016,1978,1988,11,1.515151515,1973,2020,48,0.404,0.012740544,2.096449681,1,0.049710062,12
545,5410100,5,5101,COOPER CREEK,HRS CULLYAMURRA WATER HOLE,AU,-27.70125,140.8433,232846,46,1973,2022,50,0,1973,2001,29,21.34502924,1973,2022,50,42.483,1.339743888,5.753776694,1,0.453159641,0
546,5606065,5,5060,IRWIN RIVER,HRS MOUNTAIN BRIDGE,AU,-29.238,115.0351,5224,27.82,1982,2022,41,0,,,,,1982,2022,41,0.883,0.027846288,5.330453292,2,0.060059866,0
